"""Main Muscle Worked""","""Level""","""pic_right""","""Mechanics Type""","""Equipment""","""Type""","""name""","""Other Muscles"""
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/329/Male/l/329_1.jpg,Isolation,Barbell,Strength,Smith Incline Shoulder Raise,Chest
Traps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2131/Male/l/2131_1.jpg,Isolation,Machine,Strength,Smith Machine Behind the Back Shrug,Shoulders
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/159/Male/l/159_1.jpg,Compound,Machine,Strength,Smith Machine Bench Press,"Shoulders, Triceps"
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/138/Male/l/138_1.jpg,Compound,Machine,Strength,Smith Machine Bent Over Row,"Biceps, Lats, Shoulders"
Calves,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1841/Male/l/1841_1.jpg,Isolation,Machine,Strength,Smith Machine Calf Raise,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/160/Male/l/160_1.jpg,Compound,Machine,Strength,Smith Machine Close-Grip Bench Press,"Chest, Shoulders"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2141/Male/l/2141_1.jpg,Compound,Machine,Strength,Smith Machine Decline Press,"Shoulders, Triceps"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2261/Male/l/2261_1.jpg,Compound,Machine,Strength,Smith Machine Hang Power Clean,"Glutes, Lower Back, Quadriceps, Shoulders, Traps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2181/Male/l/2181_1.jpg,Isolation,Machine,Strength,Smith Machine Hip Raise,
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/188/Male/l/188_1.jpg,Compound,Machine,Strength,Smith Machine Incline Bench Press,"Shoulders, Triceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1871/Male/l/1871_1.jpg,Compound,Machine,Strength,Smith Machine Leg Press,"Calves, Glutes, Hamstrings"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2121/Male/l/2121_1.jpg,Compound,Machine,Strength,Smith Machine One-Arm Upright Row,"Biceps, Traps"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/76/Male/l/76_1.jpg,Compound,Machine,Strength,Smith Machine Overhead Shoulder Press,Triceps
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1881/Male/l/1881_1.jpg,Compound,Machine,Strength,Smith Machine Pistol Squat,"Calves, Glutes, Hamstrings"
Calves,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/301/Male/l/301_1.jpg,Isolation,Machine,Strength,Smith Machine Reverse Calf Raises,
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/65/Male/l/65_1.jpg,Compound,Machine,Strength,Smith Machine Squat,"Calves, Glutes, Hamstrings, Lower Back"
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/67/Male/l/67_1.jpg,Compound,Machine,Strength,Smith Machine Stiff-Legged Deadlift,"Glutes, Lower Back"
Traps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/78/Male/l/78_1.jpg,Compound,Machine,Strength,Smith Machine Upright Row,"Biceps, Middle Back, Shoulders"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/330/Male/l/330_1.jpg,Compound,Machine,Strength,Smith Single-Leg Split Squat,"Calves, Glutes, Hamstrings"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/717/Male/l/717_1.jpg,Compound,Barbell,Strength,Snatch Pull,"Calves, Glutes, Lower Back, Quadriceps, Traps"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1221/Male/l/1221_1.jpg,Isolation,Bands,Strength,Speed Band Overhead Triceps,
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/268/Male/l/268_1.jpg,Compound,Barbell,Strength,Speed Squats,"Calves, Glutes, Hamstrings, Lower Back"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2041/Male/l/2041_1.jpg,Compound,Dumbbell,Strength,Spell Caster,"Glutes, Shoulders"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2061/Male/l/2061_1.jpg,Compound,Body Only,Strength,Spider Crawl,"Chest, Shoulders, Triceps"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/178/Male/l/178_1.jpg,Isolation,E-Z Curl Bar,Strength,Spider Curl,
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/800/Male/l/800_1.jpg,Compound,Dumbbell,Strength,Split Squat with Dumbbells,"Glutes, Hamstrings"
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/721/Male/l/721_1.jpg,Compound,Barbell,Strength,Squat Jerk,"Calves, Glutes, Hamstrings, Shoulders, Triceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1831/Male/l/1831_1.jpg,Compound,Barbell,Strength,Squat with Plate Movers,"Abductors, Adductors, Calves, Glutes, Hamstrings"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/260/Male/l/260_1.jpg,Compound,Bands,Strength,Squats - With Bands,"Calves, Glutes, Hamstrings, Lower Back"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2151/Male/l/2151_1.jpg,Compound,Dumbbell,Strength,Standing Alternating Dumbbell Press,Triceps
Calves,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/218/Male/l/218_1.jpg,Isolation,Barbell,Strength,Standing Barbell Calf Raise,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/381/Male/l/381_1.jpg,Compound,Barbell,Strength,Standing Barbell Press Behind Neck,Triceps
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/351/Male/l/351_1.jpg,Isolation,Dumbbell,Strength,Standing Bent-Over One-Arm Dumbbell Triceps Extension,Shoulders
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/352/Male/l/352_1.jpg,Isolation,Dumbbell,Strength,Standing Bent-Over Two-Arm Dumbbell Triceps Extension,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/131/Male/l/131_1.jpg,Isolation,Cable,Strength,Standing Biceps Cable Curl,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1721/Male/l/1721_1.jpg,Compound,Barbell,Strength,Standing Bradford Press,Triceps
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/919/Male/l/919_1.jpg,Compound,Cable,Strength,Standing Cable Chest Press,"Shoulders, Triceps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/936/Male/l/936_1.jpg,Compound,Cable,Strength,Standing Cable Lift,Shoulders
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/935/Male/l/935_1.jpg,Compound,Cable,Strength,Standing Cable Wood Chop,Shoulders
Calves,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/48/Male/l/48_1.jpg,Isolation,Machine,Strength,Standing Calf Raises,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1671/Male/l/1671_1.jpg,Isolation,Dumbbell,Strength,Standing Concentration Curl,Forearms
Calves,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/219/Male/l/219_1.jpg,Isolation,Dumbbell,Strength,Standing Dumbbell Calf Raise,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/920/Male/l/920_1.jpg,Compound,Dumbbell,Strength,Standing Dumbbell Press,Triceps
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/168/Male/l/168_1.jpg,Isolation,Dumbbell,Strength,Standing Dumbbell Reverse Curl,Forearms
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/374/Male/l/374_1.jpg,Isolation,Dumbbell,Strength,Standing Dumbbell Straight-Arm Front Delt Raise Above Head,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/345/Male/l/345_1.jpg,Isolation,Dumbbell,Strength,Standing Dumbbell Triceps Extension,
Traps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/368/Male/l/368_1.jpg,Compound,Dumbbell,Strength,Standing Dumbbell Upright Row,"Biceps, Shoulders"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/379/Male/l/379_1.jpg,Isolation,Barbell,Strength,Standing Front Barbell Raise Over Head,
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/190/Male/l/190_1.jpg,Isolation,Dumbbell,Strength,Standing Inner-Biceps Curl,
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/68/Male/l/68_1.jpg,Isolation,Machine,Strength,Standing Leg Curl,
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/72/Male/l/72_1.jpg,Isolation,Cable,Strength,Standing Low-Pulley Deltoid Raise,Forearms
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/149/Male/l/149_1.jpg,Isolation,Cable,Strength,Standing Low-Pulley One-Arm Triceps Extension,"Chest, Shoulders"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/370/Male/l/370_1.jpg,Compound,Barbell,Strength,Standing Military Press,Triceps
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/l/6_1.jpg,Isolation,Other,Strength,Standing Olympic Plate Hand Squeeze,Biceps
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/192/Male/l/192_1.jpg,Isolation,Cable,Strength,Standing One-Arm Cable Curl,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/l/339_1.jpg,Isolation,Dumbbell,Strength,Standing One-Arm Dumbbell Curl Over Incline Bench,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/350/Male/l/350_1.jpg,Isolation,Dumbbell,Strength,Standing One-Arm Dumbbell Triceps Extension,"Chest, Shoulders"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/354/Male/l/354_1.jpg,Isolation,Barbell,Strength,Standing Overhead Barbell Triceps Extension,Shoulders
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/366/Male/l/366_1.jpg,Compound,Dumbbell,Strength,Standing Palm-In One-Arm Dumbbell Press,Triceps
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/367/Male/l/367_1.jpg,Compound,Dumbbell,Strength,Standing Palms-In Dumbbell Press,Triceps
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/5/Male/l/5_1.jpg,Isolation,Barbell,Strength,Standing Palms-Up Barbell Behind The Back Wrist Curl,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2091/Male/l/2091_1.jpg,Isolation,Cable,Strength,Standing Rope Crunch,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/383/Male/l/383_1.jpg,Isolation,Body Only,Strength,Standing Towel Triceps Extension,
Glutes,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2251/Male/l/2251_1.jpg,Compound,Body Only,Strength,Step-up with Knee Raise,"Hamstrings, Quadriceps"
Lower Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/86/Male/l/86_1.jpg,Compound,Barbell,Strength,Stiff Leg Barbell Good Morning,"Glutes, Hamstrings"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/21/Male/l/21_1.jpg,Compound,Barbell,Strength,Stiff-Legged Barbell Deadlift,"Glutes, Lower Back"
Hamstrings,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/22/Male/l/22_1.jpg,Compound,Dumbbell,Strength,Stiff-Legged Dumbbell Deadlift,"Glutes, Lower Back"
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1951/Male/l/1951_1.jpg,Compound,Barbell,Strength,Straight Bar Bench Mid Rows,"Biceps, Lats"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1801/Male/l/1801_1.jpg,Isolation,Barbell,Strength,Straight Raises on Incline Bench,Traps
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/39/Male/l/39_1.jpg,Compound,Dumbbell,Strength,Straight-Arm Dumbbell Pullover,"Lats, Shoulders, Triceps"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/11/Male/l/11_1.jpg,Isolation,Cable,Strength,Straight-Arm Pulldown,
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2723/Male/l/2723_1.jpg,Isolation,Other,Strength,Suspended Fallout,"Chest, Lower Back, Shoulders"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1371/Male/l/1371_1.jpg,Compound,Other,Strength,Suspended Push-Up,"Shoulders, Triceps"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1401/Male/l/1401_1.jpg,Isolation,Other,Strength,Suspended Reverse Crunch,
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1381/Male/l/1381_1.jpg,Compound,Other,Strength,Suspended Row,"Biceps, Lats"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1391/Male/l/1391_1.jpg,Compound,Other,Strength,Suspended Split Squat,"Abductors, Adductors, Calves, Glutes, Hamstrings"
Chest,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2761/Male/l/2761_1.jpg,Compound,Other,Strength,Svend Press,"Forearms, Shoulders, Triceps"
Middle Back,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1931/Male/l/1931_1.jpg,Compound,Barbell,Strength,T-Bar Row with Handle,"Biceps, Lats"
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/226/Male/l/226_1.jpg,Isolation,Dumbbell,Strength,Tate Press,"Chest, Shoulders"
Abductors,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/154/Male/l/154_1.jpg,Isolation,Machine,Strength,Thigh Abductor,Glutes
Adductors,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/153/Male/l/153_1.jpg,Isolation,Machine,Strength,Thigh Adductor,"Glutes, Hamstrings"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/921/Male/l/921_1.jpg,Compound,Other,Strength,Trap Bar Deadlift,"Glutes, Hamstrings"
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/348/Male/l/348_1.jpg,Isolation,Dumbbell,Strength,Tricep Dumbbell Kickback,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/922/Male/l/922_1.jpg,Isolation,Cable,Strength,Triceps Overhead Extension with Rope,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/343/Male/l/343_1.jpg,Isolation,Cable,Strength,Triceps Pushdown,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/54/Male/l/54_1.jpg,Isolation,Cable,Strength,Triceps Pushdown - Rope Attachment,
Triceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/143/Male/l/143_1.jpg,Isolation,Cable,Strength,Triceps Pushdown - V-Bar Attachment,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/115/Male/l/115_1.jpg,Isolation,Body Only,Strength,Tuck Crunch,
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/266/Male/l/266_1.jpg,Isolation,Dumbbell,Strength,Two-Arm Dumbbell Preacher Curl,
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/529/Male/l/529_1.jpg,Compound,Kettlebells,Strength,Two-Arm Kettlebell Clean,"Calves, Glutes, Hamstrings, Lower Back, Traps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/528/Male/l/528_1.jpg,Compound,Kettlebells,Strength,Two-Arm Kettlebell Jerk,"Calves, Quadriceps, Triceps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/l/530_1.jpg,Compound,Kettlebells,Strength,Two-Arm Kettlebell Military Press,Triceps
Middle Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/531/Male/l/531_1.jpg,Compound,Kettlebells,Strength,Two-Arm Kettlebell Row,"Biceps, Lats"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/139/Male/l/139_1.jpg,Compound,Cable,Strength,Underhand Cable Pulldowns,"Biceps, Middle Back, Shoulders"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/365/Male/l/365_1.jpg,Compound,Barbell,Strength,Upright Barbell Row,Traps
Traps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/71/Male/l/71_1.jpg,Compound,Cable,Strength,Upright Cable Row,Shoulders
Traps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/261/Male/l/261_1.jpg,Compound,Bands,Strength,Upright Row - With Bands,Shoulders
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/177/Male/l/177_1.jpg,Compound,Cable,Strength,V-Bar Pulldown,"Biceps, Middle Back, Shoulders"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/140/Male/l/140_1.jpg,Compound,Body Only,Strength,V-Bar Pullup,"Biceps, Middle Back, Shoulders"
Lower Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/332/Male/l/332_1.jpg,Compound,Exercise Ball,Strength,Weighted Ball Hyperextension,"Glutes, Hamstrings, Middle Back"
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/333/Male/l/333_1.jpg,Isolation,Exercise Ball,Strength,Weighted Ball Side Bend,
Triceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/334/Male/l/334_1.jpg,Compound,Other,Strength,Weighted Bench Dip,"Chest, Shoulders"
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/926/Male/l/926_1.jpg,Isolation,Medicine Ball,Strength,Weighted Crunches,
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/l/887_1.jpg,Compound,Barbell,Strength,Weighted Jump Squat,"Calves, Glutes, Hamstrings, Lower Back"
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/928/Male/l/928_1.jpg,Compound,Other,Strength,Weighted Pull Ups,"Biceps, Middle Back"
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/335/Male/l/335_1.jpg,Compound,Barbell,Strength,Weighted Sissy Squat,"Calves, Glutes, Hamstrings"
Abdominals,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/262/Male/l/262_1.jpg,Isolation,Other,Strength,Weighted Sit-Ups - With Bands,
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/336/Male/l/336_1.jpg,Compound,Other,Strength,Weighted Squat,"Calves, Glutes, Hamstrings"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/44/Male/l/44_1.jpg,Compound,Barbell,Strength,Wide Stance Barbell Squat,"Calves, Glutes, Hamstrings, Lower Back"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/33/Male/l/33_1.jpg,Compound,Barbell,Strength,Wide-Grip Barbell Bench Press,"Shoulders, Triceps"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/35/Male/l/35_1.jpg,Compound,Barbell,Strength,Wide-Grip Decline Barbell Bench Press,"Shoulders, Triceps"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/275/Male/l/275_1.jpg,Compound,Barbell,Strength,Wide-Grip Decline Barbell Pullover,"Shoulders, Triceps"
Lats,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/10/Male/l/10_1.jpg,Compound,Cable,Strength,Wide-Grip Lat Pulldown,"Biceps, Middle Back, Shoulders"
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/15/Male/l/15_1.jpg,Compound,Cable,Strength,Wide-Grip Pulldown Behind The Neck,"Biceps, Middle Back, Shoulders"
Lats,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/l/191_1.jpg,Compound,Body Only,Strength,Wide-Grip Rear Pull-Up,"Biceps, Middle Back, Shoulders"
Biceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/287/Male/l/287_1.jpg,Isolation,Barbell,Strength,Wide-Grip Standing Barbell Curl,
Abdominals,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/2051/Male/l/2051_1.jpg,Compound,Body Only,Strength,Wind Sprints,
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/l/142_1.jpg,Isolation,Other,Strength,Wrist Roller,Shoulders
Forearms,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1691/Male/l/1691_1.jpg,Isolation,Barbell,Strength,Wrist Rotations with Straight Bar,
Quadriceps,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/284/Male/l/284_1.jpg,Compound,Barbell,Strength,Zercher Squats,"Calves, Glutes, Hamstrings"
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/204/Male/l/204_1.jpg,Isolation,Dumbbell,Strength,Zottman Curl,Forearms
Biceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/205/Male/l/205_1.jpg,Isolation,Dumbbell,Strength,Zottman Preacher Curl,Forearms
Lower Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/727/Male/l/727_1.jpg,Compound,Other,Strongman,Atlas Stone Trainer,"Biceps, Forearms, Glutes, Hamstrings, Quadriceps"
Lower Back,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/659/Male/l/659_1.jpg,Compound,Other,Strongman,Atlas Stones,"Abdominals, Adductors, Biceps, Calves, Forearms, Glutes, Hamstrings, Middle Back, Quadriceps, Traps"
Lower Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/750/Male/l/750_1.jpg,Compound,Other,Strongman,Axle Deadlift,"Forearms, Glutes, Hamstrings, Middle Back, Quadriceps, Traps"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/728/Male/l/728_1.jpg,Compound,Other,Strongman,Backward Drag,"Calves, Forearms, Glutes, Hamstrings, Lower Back"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/730/Male/l/730_1.jpg,Compound,Other,Strongman,Bear Crawl Sled Drags,"Calves, Glutes, Hamstrings"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/676/Male/l/676_1.jpg,Compound,Other,Strongman,Car Deadlift,"Forearms, Glutes, Hamstrings, Lower Back, Traps"
Shoulders,Expert,http://www.bodybuilding.com/exercises/exerciseImages/sequences/668/Male/l/668_1.jpg,Compound,Other,Strongman,Circus Bell,"Forearms, Glutes, Hamstrings, Lower Back, Traps, Triceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/674/Male/l/674_1.jpg,Compound,Other,Strongman,Conan's Wheel,"Abdominals, Biceps, Calves, Forearms, Lower Back, Shoulders, Traps"
Shoulders,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/675/Male/l/675_1.jpg,Isolation,Other,Strongman,Crucifix,Forearms
Forearms,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/682/Male/l/682_1.jpg,Compound,Other,Strongman,Farmer's Walk,"Abdominals, Glutes, Hamstrings, Lower Back, Quadriceps, Traps"
Chest,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/736/Male/l/736_1.jpg,Compound,Other,Strongman,Forward Drag with Press,"Calves, Glutes, Hamstrings, Quadriceps, Shoulders, Triceps"
Lower Back,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/696/Male/l/696_1.jpg,Compound,Other,Strongman,Keg Load,"Abdominals, Biceps, Calves, Forearms, Glutes, Hamstrings, Middle Back, Quadriceps, Shoulders, Traps"
Shoulders,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/698/Male/l/698_1.jpg,Compound,Other,Strongman,Log Lift,"Abdominals, Chest, Glutes, Hamstrings, Lower Back, Middle Back, Quadriceps, Traps, Triceps"
Hamstrings,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/706/Male/l/706_1.jpg,Compound,Other,Strongman,Power Stairs,"Adductors, Calves, Glutes, Lower Back, Quadriceps, Shoulders, Traps"
Forearms,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/742/Male/l/742_1.jpg,Compound,Other,Strongman,Rickshaw Carry,"Abdominals, Calves, Glutes, Hamstrings, Lower Back, Quadriceps, Traps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/743/Male/l/743_1.jpg,Compound,Other,Strongman,Rickshaw Deadlift,"Forearms, Glutes, Hamstrings, Lower Back, Traps"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/711/Male/l/711_1.jpg,Compound,Other,Strongman,Sandbag Load,"Abdominals, Biceps, Calves, Forearms, Glutes, Hamstrings, Lower Back, Middle Back, Shoulders, Traps"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/713/Male/l/713_1.jpg,Compound,Other,Strongman,Sled Drag - Harness,"Calves, Glutes, Hamstrings"
Quadriceps,Beginner,http://www.bodybuilding.com/exercises/exerciseImages/sequences/714/Male/l/714_1.jpg,Compound,Other,Strongman,Sled Push,"Calves, Chest, Glutes, Hamstrings, Triceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/725/Male/l/725_1.jpg,Compound,Other,Strongman,Tire Flip,"Calves, Chest, Forearms, Glutes, Hamstrings, Lower Back, Shoulders, Traps, Triceps"
Quadriceps,Intermediate,http://www.bodybuilding.com/exercises/exerciseImages/sequences/726/Male/l/726_1.jpg,Compound,Other,Strongman,Yoke Walk,"Abdominals, Abductors, Adductors, Calves, Glutes, Hamstrings, Lower Back"
